id,title,code,in_id,institution,in_country,in_state,in_city,in_latitute,in_longitude,in_description,description,learning_outcomes,topic_outline,year
9577777075581,Forensic Biology,SLE208,15,Deakin University,Australia,Victoria,Burwood,-37.84935760498047,145.1127166748047,"Deakin University is a public university in Victoria, Australia. Founded in 1974, the university was named after Alfred Deakin, the second Prime Minister of Australia.
Its main campuses are in Melbourne's Burwood suburb, Geelong Waurn Ponds, Geelong Waterfront, and Warrnambool, as well as the online Cloud Campus. Deakin also has learning centres in Dandenong and Werribee, all in the state of Victoria.
As of 2021, Deakin University is ranked among the top 1% of universities in the world, is ranked one of the top 26 young universities in the world, is the 3rd-highest-ranked university in the world for Sport Science, is one of the top 29 universities in the world for Nursing, is one of the top 32 universities in the world for Education, and is among fewer than 5% of Business Schools worldwide with Association to Advance Collegiate Schools of Business accreditation.Deakin's research activities are growing. 100% of Deakin research was rated at
or above world standard in the 2018 Excellence in Research Australia (ERA) ratings. Its combined research funding increased from A$4.5 million in 1997 to A$47.2 million in 2015. In 2020, the university's research income was $87.6 million, with 247 Higher degree by Research completions.
Deakin University consistently ranks highly in undergraduate student satisfaction; in the 2019 Student Experience Survey, Deakin had the fourth-highest student satisfaction rating nationally, the highest student satisfaction rating out of all Australian public universities, and the highest student satisfaction rating out of all Victorian universities. Deakin has had the highest undergraduate student satisfaction ratings out of all Victorian universities every year since 2010 and has consistently placed in the top two for highest postgraduate student satisfaction out of all Victorian universities every year since 2010.","This unit will focus on a range of biological topics relevant to forensic science, which will include forensic serology, botany, entomology, biological techniques other than DNA analysis, laboratory examination of biological evidence, and modern approaches to DNA analysis. Students will engage in activities that will require them to apply forensic processes from a crime scene to the courtthrough the laboratory analysis process and communicate their findings. In addition, students will develop broadly applicable knowledge and skills that are fundamental to a successful career.","['Discuss and justify the application of biological sciences to forensic science.', 'Apply their critical thinking skills and understanding of forensic science to a situation and provide justification for their evaluation of an issue.', 'Apply their understanding of forensic science to analyse a crime scene,\xa0of an unknown scenario, and communicate their understanding orally to a non-scientific audience.', 'Demonstrate their skills in biologically based laboratory analysis and interpret findings by applying their critical thinking skills in forensic science.']",,2022
17128329598777,Topics for Mathematical Literacy,MATH 105,18237,University of Maryland Global Campus,United States,Maryland,Adelphi,38.91264724731445,-76.84760284423828,"The University of Maryland Global Campus (UMGC, formerly University of Maryland University College) is a public university in Adelphi, Maryland. It is the largest of the University System of Maryland campuses. Established in 1947, UMGC focuses on online education in its classes and programs on campus in its Academic Center in Largo and at satellite campuses across the Washington–Baltimore metropolitan area, throughout Maryland, and across the world.
UMGC serves over 90,000 students worldwide and is one of the largest distance-learning institutions in the world. UMGC is open to all applicants for undergraduate programs, and is among the top 10 recipients of the federal G.I. Bill benefits. The university offers 120 academic programs in instructor-led and online classes, including bachelor's, master's, and doctoral degrees, as well as undergraduate and graduate certificates. UMGC is accredited by the Middle States Commission on Higher Education.","An investigation of contemporary topics in mathematics. The aim is to apply mathematical processes to solve problems involving exponential and logarithmic modeling, personal finance, probability, basic logical thinking, and statistical reasoning.","['Use appropriate formulas, algorithms, and technology to solve problems involving personal finance (for example, taxes, savings, loans, amortization tables, investments, and credit cards).', 'Apply basic principles of logical thinking.', 'Distinguish between deductive and inductive arguments (or reasoning).', 'Investigate chance processes and develop, use, and evaluate probability models.', 'Analyze outcomes, draw conclusions, or make decisions related to risk, pay-off, and expected value in various probability contexts.', 'Identify limitations and strengths in studies and polls including analyzing data collection methods, sources of bias, margins of error, and misuses of statistics.', 'Solve problems involving numeric summaries from studies and polls.', 'Use linear, exponential, and logarithmic modeling to interpret and analyze data.']",,2022
9577777078616,Financial Decision Making for Managers,MGMT 640,18237,University of Maryland Global Campus,United States,Maryland,Adelphi,38.91264724731445,-76.84760284423828,"The University of Maryland Global Campus (UMGC, formerly University of Maryland University College) is a public university in Adelphi, Maryland. It is the largest of the University System of Maryland campuses. Established in 1947, UMGC focuses on online education in its classes and programs on campus in its Academic Center in Largo and at satellite campuses across the Washington–Baltimore metropolitan area, throughout Maryland, and across the world.
UMGC serves over 90,000 students worldwide and is one of the largest distance-learning institutions in the world. UMGC is open to all applicants for undergraduate programs, and is among the top 10 recipients of the federal G.I. Bill benefits. The university offers 120 academic programs in instructor-led and online classes, including bachelor's, master's, and doctoral degrees, as well as undergraduate and graduate certificates. UMGC is accredited by the Middle States Commission on Higher Education.","MGMT 640 combines the study of financial accounting, finance, and managerial accounting into a concentrated one-semester course. Business organizations, both for-profit and non-profit, employ financial managers in a wide variety of roles to gather and report on company financial performance; direct investment decisions; implement cash management strategies; prepare budgets and establish operating performance measures; and participate in the development and implementation of long-term business strategies. This course is an introduction to the management of a firm's financial and operational resources. It is intended as a foundation-level course in corporate financial management for students pursuing the Master of Science in Management with specialization, or as a perquisite for students enrolled in the Financial Management and Accounting or Healthcare degree programs. Emphasis is placed on helping students gain an understanding of financial management principles within an overarching conceptual framework, before studying specific concepts in depth. In addition to studying financial management concepts, students are required to learn and demonstrate basic competency in Excel as preparation for using this financial management tool in the work place and in future course work.","[""Evaluate the relationship between an organization's economic environment and its decision-making process."", 'Utilize fundamental financial concepts\xa0to evaluate the status of financial and operational effectiveness within the organization.', 'Apply the information obtained from evaluation tools\xa0using organizational\xa0workplace\xa0scenarios.', ""Assess alternative budgeting systems for suitability to the organization's decision-making process."", 'Employ\xa0financial and non-financial information to\xa0make\xa0both short\xa0and long-term decisions\xa0using organizational\xa0workplace\xa0scenarios.']",,2022
8031588852698,Digital Graphics for Gaming l,BTGD9810,1963,Niagara College,Canada,Ontario,Niagara Falls,43.07948303222656,-79.09053039550781,"The Niagara College of Applied Arts and Technology (frequently shortened to Niagara College and branded as Niagara College Canada) is a public College of Applied Arts and Technology within the Niagara Region and the city of Toronto in Southern Ontario, Canada.The college has four campuses: the Welland Campus in Welland, the Niagara-on-the-Lake Campus in Niagara-on-the-Lake, the Toronto School of Management Partnership Campus in Toronto and the Taif Campus in Ta'if, Saudi Arabia. Their Maid of the Mist Campus in Niagara Falls closed in 2018.The college has 12,500 full-time students, including about 4,000 international students from a variety of countries. It offers approximately 100 post-secondary diploma, baccalaureate degrees and advanced level programs. Niagara College employs 291 faculty, 89 administration staff and 224 support staff and has graduated more than 50,000 students.","This is an introductory course in Computer Graphic Imaging and Visual Design within the Adobe workflow. While the techniques covered are used in a very broad range of fields, this course will be geared specifically towards the Gaming, Animation and Illustration Industries. Photoshop will be the primary software used in conjunction with a Wacom tablet as we explore Art & Design fundamentals such as Color, Composition, Line weight, Form, and Perspective. You will produce original artwork, layouts, concepts, roughs and compositions consistent with the expectations of the gaming industry.","['Apply rudiments of visual design and colour theory as they apply to digital imaging.', 'Identify primary, secondary and tertiary colours.', 'Select among monochromatic, complementary, analogous and triadic colour combinations from colour wheel and palettes.', 'Recognize traditional colour schemes and tools available for establishing appropriate color requirements.', 'Select among RGB, CMYK, and grey scale and indexed colour modes to match output requirements.', 'Apply principles of Contrast, Repetition, Alignment and Proximity in the design and development of visual layouts of a variety of web styles.', 'Apply traditional Painting & Drawing techniques to a digital canvas.', ""Identify traditional mediums and be able to recognize their pro's and con's."", 'Understand the painting and brush tools and apply them to create unique concepts and designs.', 'Use graphic imaging software for the production and editing of simple to complex graphic images for a variety of applications.', 'Interact with software interface, tools and properties.', 'Apply drawing tools to create original images, and text.', 'Edit images using tools, properties, filters and the liquefy panel, to create desired effects.', 'Integrate images of dissimilar file types from various sources.', 'Save (export) files as different file types, including animation and video formats.', 'Apply design principles to create concepts, layouts and compositions for the gaming industry.', 'Create design variations as compositions and concepts.', 'Understand compositional principles and grids, and their role in optimizing visual impact.', 'Layout type in a manner consistent with industry standards.', 'Create colour swatches for conceptualizing characters and environments.', 'Source outside assets for inclusion in projects.', 'Import images from cameras and scanners and optimize for production.', 'Differentiate between various online resources and their strengths and weaknesses.', 'Setup and optimize a tablet for a Gaming and animation pipeline.', 'Apply editing software to manipulate digital images.', 'Optimize graphic images for gaming applications.', 'Define digital data compression types and purpose.', ""Apply textures to the UV's of 3d models and recognize the impact of resolution and file size."", 'Compare optimization levels and compression type using software utilities.', 'Understand bit depth and alpha channels and their relevance to the industry.', 'Design Environments and Props for the gaming Industry utilizing the principles of perspective.', 'Differentiate between 1,2, and 3 point perspective.', 'Develop images using D.O.F. and the principles of atmospheric perspective.', 'Use vanishing point tools to quickly establish properties of Design.', 'Communicate clearly, concisely and correctly in the written, spoken, and visual form that fulfills the purpose and meets the needs of the audience.', 'Apply a systematic approach to solve problems.', 'Locate, select, organize, and document information using appropriate technology and information systems.', 'Manage the use of time and other resources to complete projects.']",,2022
4389456602774,Intro to Criminal Justice,CRIJ-1301,1961,Alamo Colleges,United States,Texas,San Antonio,29.42710304260254,-98.50247955322266,"The Alamo Colleges District (previously the Alamo Community College District, or ACCD, and The Alamo Colleges) is a network of five community colleges in San Antonio and Universal City, Texas, and serving the Greater San Antonio metropolitan area. The district was founded in 1945 as the San Antonio Union Junior College District before adopting the Alamo name in 1982.","This course provides a historical and philosophical overview of the American criminal justice system, including the nature, extent, and impact of crime; criminal law; and justice agencies and processes.","['Describe the history and philosophy of the American criminal justice system.', 'Explain the nature and extent of crime in America.', 'Analyze the impact and consequences of crime.', 'Evaluate the development, concepts, and functions of law in the criminal justice system.', 'Describe the structure of contemporary federal, state, and local justice agencies and processes.', 'Communication : Express ideas through effective written, oral, and visual communication.', 'Critical Thinking : Consider different points of view and exhibit habits of mind characterized by the comprehensive exploration of issues, ideas, artifacts, and events before accepting or formulating an opinion or conclusion.', 'Empirical and Quantitative Skills : Apply scientific and mathematical concepts to analyze and solve problems.', 'Personal Responsibility: Connect choices, actions, and consequences to ethical decision-making.', 'Social Responsibility : Consider different points of view and demonstrate intercultural competency, civic knowledge, and the ability to engage effectively in regional, national, and global communities.', 'Teamwork: Work effectively with others to support a shared purpose or goal, remaining open to different points of view.']",,2022
10892037082042,Criminal Evidence And Proof,LS551R,88,University of Aberdeen,United Kingdom,,Aberdeen,57.165061950683594,-2.1022980213165283,"The University of Aberdeen (Scots: University o' 'Aiberdeen; abbreviated as Aberd. in post-nominals; Scottish Gaelic: Oilthigh Obar Dheathain) is a public research university in Aberdeen, Scotland. It was founded in 1495 when William Elphinstone, Bishop of Aberdeen and Chancellor of Scotland, petitioned Pope Alexander VI on behalf of James IV, King of Scots to establish King's College, making it one of Scotland's four ancient universities and the fifth-oldest university in the English-speaking world. Along with the universities of Edinburgh, Glasgow, and St Andrews, the university was part of the Scottish Enlightenment during the 18th century.
The university comprises three colleges—King's College, Marischal College, and Christ's College—that are now mainly ceremonial. The university as it is currently constituted was formed in 1860 by a merger between King's College and Marischal College, a second university founded in 1593 as a Protestant alternative to the former. The university's iconic buildings act as symbols of wider Aberdeen, particularly Marischal College in the city centre and the crown steeple of King's College in Old Aberdeen. There are two campuses; the predominantly utilised King's College campus dominates the section of the city known as Old Aberdeen, which is approximately two miles north of the city centre. Although the original site of the university's foundation, most academic buildings apart from the King's College Chapel and Quadrangle were constructed in the 20th century during a period of significant expansion. The university's Foresterhill campus is next to Aberdeen Royal Infirmary and houses the School of Medicine and Dentistry as well as the School of Medical Sciences. Together these buildings form one of Europe's largest health campuses. The annual income of the institution for 2021–22 was £260.9 million of which £50.8 million was from research grants and contracts, with an expenditure of £313.4 million.Aberdeen is consistently ranked among the top 160 universities in the world and is ranked within the top 20 universities in the United Kingdom according to The Times and The Sunday Times, and 13th in the UK according to The Guardian. Aberdeen has 15,185 students from undergraduate to doctoral level (as of 2019/20), including many international students. An abundant range of disciplines are taught at the university, with 650 undergraduate degree programmes offered in the 2012–13 academic year. Aberdeen has educated a wide range of notable alumni, and the university played key roles in the Scottish Reformation, Scottish Enlightenment, and the Scottish Renaissance. Five Nobel laureates have since been associated with the university: two in Chemistry, one in Physiology or Medicine, one in Physics, and one in Peace.","This course is comparative in nature and examines in-depth various key evidentiary doctrines, focussing upon the jurisprudence of the European Court of Human Rights and differences in the approaches adopted by national jurisdictions. The emphasis is not so much on ‘black-letter law’ but on the principles and policies, often clashing, which underlie the detailed legal rules and regulations governing the relevant types of evidence.",,,2022
10557029632797,Basic Finance for Managers,BUSN-5200,18664,Webster University,United States,Missouri,Webster Groves,38.59254837036133,-90.35733795166016,"Webster University is a private university with its main campus in Webster Groves, Missouri. It has multiple branch locations across the United States and countries across Europe, Asia, and Africa. In 2021, Webster enrolled 6,741 students. The university has an alumni network of around 170,000 graduates worldwide.","Managers and human resources management professionals must be able to understand financial information contained in financial statements and reports. Line managers must be able to understand financial information contained in financial statements and reports in order to evaluate their unit's financial performance, to communicate clearly with other managers, and to apply financial information when making decisions. Human resources management professionals must understand financial statements and principles if they are to effectively assist line managers and be strategic partners with other business functions. This course will focus on the interpretation and use of basic financial information by non-financial managers, not on the production of financial statements and reports.","['Students have a basic familiarity with the field of finance and an understanding of the financial goal of a business, and they have an appreciation for the ethical considerations inherent in financial management.', 'Students can explain the broad structure of the financial field, how the finance department functions in a typical organization and they can define the financial goal of all business firms, differentiating between wealth and profit maximization.', 'students can give illustrations of the ethical issues that arise in connection with financial management and they can explain how the principles in this course apply to non-profit entities as well as profit seeking firms.', 'Students can explain basic accounting principles, are able to read and interpret the firm’s basic financial statements, and can use financial ratios to assess a firm’s health and performance.', 'Students can explain the fundamental principles upon which accounting is based, can interpret the various accounts on income statements, balance sheets, and cash flow statements, and can evaluate the health and performance of a firm using ratio analysis.', 'Students can prepare a budget and understand its use in financial decision making.', 'Students can prepare an operating budget for a typical department in a firm.', 'Students can explain the time value of money concept and how it is used in decision making.', 'Students can explain why the time value of money concept is important in business and can solve simple time value of money problems, including solving for a rate of return.', 'Students can evaluate business proposals using capital budgeting decision rules such as payback, break-even analysis, NPV, and IRR.', 'Students are able to calculate payback periods, read a break-even chart, and apply the NPV and IRR criteria to evaluate the merits of a project.']",,2022
2413771625545,Lab: Anatomy and Physiology II,BIOL-2402,20447,Collin College,United States,Texas,Plano,33.21928405761719,-96.64200592041016,"Collin College is a public community college district in Texas. Founded in 1985, the district has grown as the county has grown from around 5,000 students in 1986 to more than 58,000 credit and noncredit students.Formerly known as the Collin County Community College District, CCCCD, or CCCC, the college rebranded itself ""Collin College"" in March 2007. The district headquarters is in the Collin Higher Education Center in McKinney.
As defined by the Texas Legislature, the official service area of Collin College includes all of Collin County and Rockwall County and the portions of Denton County within the cities of Frisco and The Colony and the portions included within the Celina and Prosper school districts.","Anatomy and Physiology II is the second part of a two-course sequence. It is a study of the structure and function of the human body including the following systems: endocrine, cardiovascular, immune, lymphatic, respiratory, digestive (including nutrition), urinary (including fluid and electrolyte balance), and reproductive (including human development and genetics). Emphasis is on interrelationships among systems and regulation of physiological functions involved in maintaining homeostasis. Lab: The lab provides a hands-on learning experience for exploration of human system components and basic physiology. Systems to be studied include endocrine, cardiovascular, immune, lymphatic, respiratory, digestive (including nutrition), urinary (including fluid and electrolyte balance), and reproductive (including human development and genetics). Lab required.","['Use anatomical terminology to identify and describe locations of major organs of each system covered.', 'Explain interrelationships among molecular, cellular, tissue, and organ functions in each system.', 'Describe the interdependency and interactions of the systems.', 'Explain contributions of organs and systems to the maintenance of homeostasis.', 'Identify causes and effects of homeostatic imbalances.', 'Describe modern technology and tools used to study anatomy and physiology.', 'Apply appropriate safety and ethical standards.', 'Locate and identify anatomical structures.', 'Appropriately utilize laboratory equipment, such as microscopes, dissection tools, general lab ware, physiology data acquisition systems, and virtual simulations.', 'Work collaboratively to perform experiments.', 'Demonstrate the steps involved in the scientific method.', 'Communicate results of scientific investigations, analyze data and formulate conclusions.', 'Use critical thinking and scientific problem-solving skills, including, but not limited to, inferring, integrating, synthesizing, and summarizing, to make decisions, recommendations, and predictions.', 'Apply scientific reasoning to investigate questions and utilize scientific tools such as microscopes and laboratory equipment to collect and analyze data.', 'Identify and describe the major gross anatomy and microscopic components.', 'Analyze and explain the functional roles of the following: endocrine system, circulatory system, lymphatic and immune systems, respiratory system, digestive system, urinary system, fluid/electrolyte and acid/base (pH) balances, reproductive system, development and inheritance.', 'Integrate the overall homeostatic mechanisms of these body systems.']",,2022
3367254374102,Generalist Practice in Context,SOWK 301,321,University of Calgary,Canada,Alberta,Calgary,51.07749938964844,-114.133056640625,"The University of Calgary (U of C or UCalgary) is a public research university located in Calgary, Alberta, Canada. The University of Calgary started in 1944 as the Calgary branch of the University of Alberta, founded in 1908, prior to being instituted into a separate, autonomous university in 1966. It is composed of 14 faculties and over 85 research institutes and centres. The main campus is located in the northwest quadrant of the city near the Bow River and a smaller south campus is located in the city centre. The main campus houses most of the research facilities and works with provincial and federal research and regulatory agencies, several of which are housed next to the campus such as the Geological Survey of Canada. The main campus covers approximately 200 hectares (490 acres).
A member of the U15, the University of Calgary is also one of Canada's top research universities (based on the number of Canada Research Chairs). The university has a sponsored research revenue of $380.4 million, with total revenues exceeding $1.2 billion. The university maintains close ties to the petroleum and geoscience industry through the Department of Geosciences and the Schulich School of Engineering. The university also maintains several other departments and faculties, including the Cumming School of Medicine, the Faculty of Arts,  the School of Public Policy, the Faculty of Law, and the Haskayne School of Business.Notable former students include Canadian Prime Minister Stephen Harper, Java computer language inventor James Gosling, Uber co-founder Garrett Camp, astronaut Robert Thirsk, and Lululemon Athletica founder Chip Wilson. The university has produced over 170,000 alumni who reside in 152 countries.","Generalist practice “in context” is the core of the learning in the social work 300 theme course. The social work 301 integrated study is designed to encourage the contextualizing of social work practice. It hinges upon the idea that everything social workers do in relationship is dependent upon the contextual practice in which the relationship unfolds. There are multiple ways of knowing and coming to know, Eurocentric ways of knowing being only one of these. This portfolio is premised on the importance of exploring context and expanding perspective to recognize and include the uniqueness of different contexts. As Marie Battiste, in Reclaiming Indigenous Voice and Vision (2000) states: “the more people become aware of the conditionality of a context, the more likely they are to be able to effect meaningful change to that context”. A contextual practice model affirms the need for social workers to expand their vision of both what can be done and how it is to be done. The themes in this course provide students with the opportunity to articulate a contextualized practice model, recognizing interconnection and interdependence between different ways of knowing and honouring of different cultural, geographical, and ethical contexts.","['Demonstrate self-reflection as it relates to engaging in professional practice through a comprehensive understanding and consciousness of the complex nature of a student’s own identities.', 'Articulate professional identities as practitioners whose professional goal is to facilitate collective welfare and well-being.', 'Demonstrate critical awareness of how geographical, cultural, and linguistic contexts influence professional social work identity.', 'Integrate professional use of self in generalist social work practice.', 'Apply skills to monitor and evaluate their own behaviors in relation to the relevant Codes of Ethics and Standards of Practice.', 'Expand and further elaborate on their own contextualized model of generalist practice.']",,2022
8976481665318,Cross Cultural Communication,LING 2038,9,University of Adelaide,Australia,South Australia,Adelaide,-34.920654296875,138.6057586669922,"The University of Adelaide (informally Adelaide University) is a public research university located in Adelaide, South Australia. Established in 1874, it is the third-oldest university in Australia. The university's main campus is located on North Terrace in the Adelaide city centre, adjacent to the Art Gallery of South Australia, the South Australian Museum, and the State Library of South Australia.
The university has four campuses, three in South Australia: North Terrace campus in the city, Roseworthy campus at Roseworthy and Waite campus at Urrbrae, and one in Melbourne, Victoria. The university also operates out of other areas such as Thebarton, the National Wine Centre in the Adelaide Park Lands, and in Singapore through the Ngee Ann-Adelaide Education Centre.
The University of Adelaide is composed of three faculties, with each containing constituent schools. These include the Faculty of Sciences, Engineering and Technology (SET), the Faculty of Health and Medical Sciences, and the Faculty of Arts, Business, Law and Economics (ABLE). It is a member of the Group of Eight and the Association of Commonwealth Universities. The university is also a member of the Sandstone universities, which mostly consist of colonial-era universities within Australia.
The university is associated with five Nobel laureates, constituting one-third of Australia's total Nobel Laureates, and 114 Rhodes scholars. The university has generated a considerable impact on the public life of South Australia, having educated many of the state's leading businesspeople, lawyers, medical professionals and politicians. The university has been associated with many notable achievements and discoveries, such as the discovery and development of penicillin, the development of space exploration, sunscreen, the military tank, Wi-Fi, polymer banknotes and X-ray crystallography, and the study of viticulture and oenology.","Misunderstandings often arise when speakers of different languages, or indeed speakers of the same language communicate. Some misunderstandings are easily identified and rectified or may be of little consequences. At other times there can be a complete breakdown in communication. Serious miscommunication can even result when neither party is aware that there is any problem. Both parties may think that the other is understanding perfectly what they are saying, though a major misunderstanding is unfolding resulting in misdiagnosis, mistreatment, gross injustice, financial penalty or the like. The course seeks to identify and make explicit sources of misunderstanding through practical investigation of interactions in a range of contexts. It will specifically address the use of interpreters, the role of dialectal differences and different cultural scripts (including subcultures within the same language group). Practical means of identifying and minimising misunderstandings will be promoted. This course will be of interest to a wide range of students, including students of Linguistics, Medicine, Nursing and other health professions, Law, Media, Education, Social Work, languages etc.","['understand the importance of cross-cultural communication', 'think critically and analyse perspicaciously communication issues', 'understand how culture affects communication especially cross-cultural communication', 'be able to better interact with other communities all over the globe', 'develop intercultural awareness', 'possess linguistic analytical skills to assess cross-cultural misunderstanding', 'draw comparisons between a range of conversational styles', 'write a coherent and logically-argued essay involving cross-cultural communication, drawing on a range of perspectives and source materials.', 'Graduates have comprehensive knowledge and understanding of their subject area, the ability to engage with different traditions of thought, and the ability to apply their knowledge in practice including in multi-disciplinary or multi-professional contexts.', 'Graduates are effective problems-solvers, able to apply critical, creative and evidence-based thinking to conceive innovative responses to future challenges.', 'Graduates convey ideas and information effectively to a range of audiences for a variety of purposes and contribute in a positive and collaborative manner to achieving common goals.', 'Graduates engage in professional behaviour and have the potential to be entrepreneurial and take leadership roles in their chosen occupations or careers and communities.', 'Graduates are responsible and effective global citizens whose personal values and practices are consistent with their roles as responsible members of society.']",,2022
6588479832692,Human Anatomy & Physiology I,BIOL-2301,19950,Houston Community College System,United States,Texas,Houston,29.781648635864258,-95.2566909790039,"Houston Community College (HCC), also known as Houston Community College System (HCCS) is a public community college system that operates community colleges in Houston, Missouri City, Greater Katy, and Stafford in Texas. It is notable for actively recruiting internationally and for the large number of international students enrolled, over 5,700 in 2015. Its open enrollment policies, which do not require proficiency in English, are backed by a full-time 18-month English proficiency program and remedial courses.As defined by the Texas Legislature, the official service area of HCCS includes the following school districts:
the Houston Independent School District,
the Stafford Municipal School District,
the Spring Branch Independent School District (included in service area by state law, but is not part of the tax base),
the Alief Independent School District,
the Katy Independent School District,
the North Forest Independent School District (now consolidated into Houston ISD),
the portions of the Fort Bend Independent School District located within the cities of Houston, Missouri City, and Pearland.","Anatomy and Physiology I is the first part of a two course sequence. It is a study of the structure and function of the human body including cells, tissues and organs of the following systems: integumentary, skeletal, muscular, nervous and special senses. Emphasis is on interrelationships among systems and regulation of physiological functions involved in maintaining homeostasis.","['Critical Thinking Skills: to include creative thinking, innovation, inquiry, and analysis, evaluation and synthesis of information;', 'Communication Skills: to include effective development, interpretation and expression of ideas through written, oral and visual communication;', 'Empirical and Quantitative Skills: to include the manipulation and analysis of numerical data or observable facts resulting in informed conclusions;', 'Teamwork: to include the ability to consider different points of view and to work effectively with others to support a shared purpose or goal.', 'Use anatomical terminology to identify and describe locations of major organs of each system covered.', 'Explain interrelationships among molecular, cellular, tissue, and organ functions in each system.', 'Describe the interdependency and interactions of the systems.', 'Explain contributions of organs and systems to the maintenance of homeostasis.', 'Identify causes and effects of homeostatic imbalances.', 'Describe modern technology and tools used to study anatomy and physiology.']",,2022
4836133201554,Design and Diagnostics by Image Design and Diagnostics by Image,13797,797,International University of Catalonia,Spain,,Barcelona,41.406097412109375,2.1232919692993164,,"In this course, the principle of the operation of the most important diagnostic imaging equipment will be presented. Next, the basic algorithms for image processing and their application in the field of biomedical images will be studied. Finally, Computer Vision will be studied in the biomedical field, i.e. the application of Artificial Intelligence algorithms for the automatic detection or measurement of patterns or characteristics in medical images.","['To describe the physical operation of the main diagnostic imaging equipment.', 'To describe what Digital Image Processing consists of and its usefulness.', 'To describe what Computer Vision is and its usefulness.', 'To know how to pre-process /process a medical image.', 'To know how to extract characteristics from a medical image.', 'Students must demonstrate that they have and understand knowledge in an area of study based on general secondary education.', 'Students must know how to apply their knowledge to their work or vocation in a professional way and have the competences that are demonstrated through the creation and defence of arguments and the resolution of problems within their field of study.', 'Students must have the ability to bring together and interpret significant data (normally within their area of study) and to issue judgements that include a reflection on important issues that are social, scientific or ethical in nature.', 'Students can transmit information, ideas, problems and solutions to specialist and non-specialist audiences.', 'Students have developed the necessary learning skills to undertake subsequent studies with a high degree of autonomy.', 'To solve the maths problems that arise in the field of Bioengineering.', 'The ability to apply knowledge of geometry, calculate integrals, use numerical methods and achieve optimisation.', 'To undertake a professional project in the field of Bioengineering-specific technologies in which knowledge acquired through teaching is synthesised and incorporated.', 'To apply specific Bioengineering terminology both verbally and in writing in a foreign language.', 'To be able to identify the engineering concepts that can be applied in the fields of biology and health.', 'The ability to understand and apply biotechnological methodologies and tools to research, as well as to the development and production of products and services.', 'To apply fundamental knowledge on using and programming computers, operating systems, databases and IT programs to the field of Bioengineering.', 'To promote entrepreneurship and acquire knowledge for the organisation and management of Bioengineering companies while paying attention to their legal framework and the regulations in force at the time', 'To hold a dialogue based on critical thinking on ideas connected to the main dimensions of the human being', 'To know how to work in a multilingual and multidisciplinary environment.', 'To promote the values that are specific to a peaceful culture, thus contributing to democratic coexistence, respect for human rights and fundamental principles such as equality and non-discrimination.', 'To be able to learn new methods and theories and be versatile so as to adapt to new situations.', 'To resolve problems based on initiative, be good at decision-making, creativity, critical reasoning and communication, as well as the transmission of knowledge, skills and prowess in the field of Bioengineering', 'To undertake calculations, valuations, appraisals, expert reports, studies, reports, work plans and other similar tasks.', 'To apply the necessary legislation when exercising this profession.', 'To analyse and evaluate the social and environmental impact of technical solutions', 'To apply quality principles and methods.', 'The ability to organise and plan in the field of business, as well as in institutions and organisations.', 'to apply work-related rules and understand the relationship between planning, industrial and commercial strategies, quality and profit.', 'to acquire the ability to use skills, technology, the economy and sustainability in a balanced and compatible manner.', 'To know how to communicate learning results to other people both verbally and in writing, and well as thought processes and decision-making;', 'to participate in debates in each particular specialist areas.', 'To be able to work as a member of an interdisciplinary team, whether as a member or by management tasks, with the aim of contributing to undertaking projects based on pragmatism and a feeling of responsibility, taking on commitment while bearing the resources available in mind.', 'To use information sources in a reliable manner.', 'To manage the acquisition, structuring, analysis and visualisation of data and information in your specialist area and critically evaluate the results of this management.', 'To detect gaps in your own knowledge and overcome this through critical reflection and choosing better actions to broaden your knowledge.', 'To be fluent in a third language, usually English, with a suitable verbal and written level that is in line with graduate requirements.', 'Identify the functional parts /blocks of the different diagnostic imaging equipment.', 'Know and describe the radiological personal protection measures.', 'Know and describe the biological effects of radiation.', 'Describe and know how to reconstruct a tomographic image.', 'Describe and know how to use image enhancement algorithms.', 'Describe and know how to use image scaling and rotation algorithms.', 'Describe and know how to use image segmentation algorithms.', 'Know the different formats of medical images.', 'Know how to apply Deep Learning algorithms in an image.', 'Know how to extract relevant characteristics from a medical image.', 'Know how to use and program the RspberryPi hardware platform to acquire images in real time.', 'Know how to use and program the RspberryPi hardware platform to process images.']",,2022
1803886268353,MATH FOUNDATIONS I,MATH 0003,19470,Tulsa Community College,United States,Oklahoma,Tulsa,36.19457244873047,-95.93788146972656,"Tulsa Community College is a public community college in Tulsa, Oklahoma. It was founded in 1970 and is the largest two-year college in Oklahoma. It serves approximately 23,000 students per year in classes. TCC consists of four main campuses, two community campuses, and a conference center situated throughout the Tulsa metropolitan area with an annual budget of approximately $112 million. The college employs about 2,270 people, including 280 full-time faculty and 536 adjunct faculty.","A study of the fundamental operations of whole numbers, integers, fractions, and decimals, including an introduction to percents.","['Communication Skills', 'Critical Thinking', 'Social Responsibility.', 'Add, subtract, multiply and divide whole numbers through the order of operations including application problems.', 'Add, subtract, multiply and divide integers through the order of operations including application problems.', 'Add, subtract, multiply and divide fractions and mixed numbers through the order of operations including application problems.', 'Add, subtract, multiply and divide decimals through the order of operations including application problems.', 'Convert between fractions, decimals and percentages.']",,2022
